MATCH,Class,Order,Family,Genus,species,subspecies,form/variety,FullName,Currently Accepted?,Accepted Name,Original Name,irn
Unio moestus,Bivalvia,Paleoheterodonta,Unionidae,Unio,moestus,,,"Unio moestus Lea, I., 1841",No,"Toxolasma lividum (Rafinesque, 1831)","Unio moestus Lea, I., 1841",587894
Unio monroensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,monroensis,,,"Unio (Elliptio) monroensis (Lea, I., 1843)",No,"Elliptio monroensis (Lea, I., 1843)","Unio monroensis Lea, I., 1843",585522
Unio monroensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,monroensis,,,"Unio monroensis Lea, I., 1843",No,"Elliptio monroensis (Lea, I., 1843)","Unio monroensis Lea, I., 1843",585519
Unio mooresianus,Bivalvia,Paleoheterodonta,Unionidae,Unio,mooresianus,,,"Unio mooresianus Lea, I., 1857",No,"Pleuronaia dolabelloides (Lea, I., 1840)","Unio mooresianus Lea, I., 1857",587338
Unio mortoni,Bivalvia,Paleoheterodonta,Unionidae,Unio,mortoni,,,"Unio mortoni Conrad, 1835",No,"Rotundaria pustulosa (Lea, I., 1834)","Unio mortoni Conrad, 1835",587724
Unio moussonianus,Bivalvia,Paleoheterodonta,Unionidae,Unio,moussonianus,,,"Unio moussonianus Lea, I., 1853",No,"Elliptio congaraea (Lea, I., 1834)","Unio moussonianus Lea, I., 1853",585239
Unio mucronatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,mucronatus,,,"Unio mucronatus Barnes, 1823",No,"Eurynia dilatata (Rafinesque, 1820)","Unio mucronatus Barnes, 1823",585952
Unio muhlfeldianus,Bivalvia,Paleoheterodonta,Unionidae,Unio,muhlfeldianus,,,"Unio muhlfeldianus Lea, I., 1839",No,"Villosa iris (Lea, I., 1830)","Unio muhlfeldianus Lea, I., 1839",588209
Unio muhlfeldianus plurimaffinis,Bivalvia,Paleoheterodonta,Unionidae,Unio,muhlfeldianus,plurimaffinis,,"Unio muhlfeldianus plurimaffinis de Gregorio, 1914",No,"Lampsilis radiata (Gmelin, 1791)","Unio muhlfeldianus plurimaffinis de Gregorio, 1914",586397
Unio multiplicatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,multiplicatus,,,"Unio multiplicatus Lea, I., 1834",No,"Megalonaias nervosa (Rafinesque, 1820)","Unio multiplicatus Lea, I., 1834",207611
Unio multiradiatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,multiradiatus,,,"Unio multiradiatus Lea, I., 1830",No,"Lampsilis fasciola Rafinesque, 1820","Unio multiradiatus Lea, I., 1830",586316
Unio mundus,Bivalvia,Paleoheterodonta,Unionidae,Unio,mundus,,,"Unio mundus Lea, I., 1857",No,"Pleurobema oviforme (Conrad, 1834)","Unio mundus Lea, I., 1857",587051
Unio murrayensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,murrayensis,,,"Unio murrayensis Lea, I., 1868",No,"Pleurobema stabilis (Lea, I., 1861)","Unio murrayensis Lea, I., 1868",587239
Unio mytiloides,Bivalvia,Paleoheterodonta,Unionidae,Unio,mytiloides,,,"Unio mytiloides (Rafinesque, 1820)",No,"Pleurobema clava (Lamarck, 1819)","Pleurobema mytiloides Rafinesque, 1820",514719
Unio nashvillianus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nashvillianus,,,"Unio nashvillianus Lea, I., 1834",No,"Ligumia subrostrata (Say, 1831)","Unio nashvillianus Lea, I., 1834",586614
Unio nasuta,Bivalvia,Paleoheterodonta,Unionidae,Unio,nasuta,,,"Unio nasuta Lamarck, 1819",No,"Eurynia dilatata (Rafinesque, 1820)","Unio nasuta Lamarck, 1819",585938
Unio nasutidus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nasutidus,,,"Unio nasutidus (Lea, I., 1863)",No,"Elliptio producta (Conrad, 1836)","Unio nasutulus Lea, I., 1863",585567
Unio nasutulus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nasutulus,,,"Unio (Elliptio) nasutulus (Lea, I., 1863)",No,"Elliptio producta (Conrad, 1836)","Unio nasutulus Lea, I., 1863",585570
Unio nasutulus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nasutulus,,,"Unio nasutulus Lea, I., 1863",No,"Elliptio producta (Conrad, 1836)","Unio nasutulus Lea, I., 1863",196591
Unio nasutus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nasutus,,,"Unio nasutus Say, 1817",No,"Ligumia nasuta (Say, 1817)","Unio nasutus Say, 1817",209061
Unio naviculoides,Bivalvia,Paleoheterodonta,Unionidae,Unio,naviculoides,,,"Unio (Elliptio) naviculoides (Lea, I., 1857)",No,"Elliptio lanceolata (Lea, I., 1830)","Unio naviculoides Lea, I., 1857",585503
Unio naviculoides,Bivalvia,Paleoheterodonta,Unionidae,Unio,naviculoides,,,"Unio naviculoides Lea, I., 1857",No,"Elliptio lanceolata (Lea, I., 1830)","Unio naviculoides Lea, I., 1857",585500
Unio naviformis,Bivalvia,Paleoheterodonta,Unionidae,Unio,naviformis,,,"Unio naviformis Lamarck, 1819",No,"Theliderma cylindrica (Say, 1817)","Unio naviformis Lamarck, 1819",587808
Unio nebulosus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nebulosus,,,"Unio nebulosus Conrad, 1834",No,"Villosa nebulosa (Conrad, 1834)","Unio nebulosus Conrad, 1834",588338
Unio negatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,negatus,,,"Unio negatus Lea, I., 1861",No,"Fusconaia flava (Rafinesque, 1820)","Unio negatus Lea, I., 1861",210136
Unio neglectus,Bivalvia,Paleoheterodonta,Unionidae,Unio,neglectus,,,"Unio neglectus Lea, I., 1843",No,"Lasmigona subviridis (Conrad, 1835)","Unio neglectus Lea, I., 1843",588869
Unio neislerii,Bivalvia,Paleoheterodonta,Unionidae,Unio,neislerii,,,"Unio neislerii Lea, I., 1858",No,"Amblema neislerii (Lea, I., 1858)","Unio neislerii Lea, I., 1858",584844
Unio nervosa,Bivalvia,Paleoheterodonta,Unionidae,Unio,nervosa,,,"Unio (Leptodea) nervosa Rafinesque, 1820",No,"Megalonaias nervosa (Rafinesque, 1820)","Unio (Leptodea) nervosa Rafinesque, 1820",586661
Unio neusensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,neusensis,,,"Unio neusensis Lea, I., 1858",No,"Elliptio complanata (Lightfoot, 1786)","Unio neusensis Lea, I., 1858",207946
Unio nexus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nexus,,,"Unio nexus Say, 1831",No,"Epioblasma arcaeformis (Lea, I., 1834)","Unio nexus Say, 1831",585670
Unio nigellus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigellus,,,"Unio (Elliptio) nigellus (Lea, I., 1853)",No,"Elliptio nigella (Lea, I., 1853)","Unio nigellus Lea, I., 1853",585538
Unio nigellus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigellus,,,"Unio nigellus Lea, I., 1853",No,"Elliptio nigella (Lea, I., 1853)","Unio nigellus Lea, I., 1853",209334
Unio nigerrimus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigerrimus,,,"Unio nigerrimus Lea, I., 1853",No,"Villosa lienosa (Conrad, 1834)","Unio nigerrimus Lea, I., 1853",588292
Unio nigra fusca,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigra,fusca,,"Unio (Elliptio) nigra fusca Rafinesque, 1820",No,"Elliptio crassidens (Lamarck, 1819)","Unio (Elliptio) nigra fusca Rafinesque, 1820",585263
Unio nigra maculata,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigra,maculata,,"Unio (Elliptio) nigra maculata Rafinesque, 1820",No,"Elliptio crassidens (Lamarck, 1819)","Unio (Elliptio) nigra maculata Rafinesque, 1820",585264
Unio nigra,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigra,,,"Unio (Elliptio) nigra Rafinesque, 1820",No,"Elliptio crassidens (Lamarck, 1819)","Unio (Elliptio) nigra Rafinesque, 1820",585265
Unio nigrinus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nigrinus,,,"Unio nigrinus Lea, I., 1853",No,"Villosa vibex (Conrad, 1834)","Unio nigrinus Lea, I., 1853",588487
Unio nitens,Bivalvia,Paleoheterodonta,Unionidae,Unio,nitens,,,"Unio nitens Lea, I., 1840",No,"Villosa vanuxemensis (Lea, I., 1839)","Unio nitens Lea, I., 1840",588450
Unio nobilis,Bivalvia,Paleoheterodonta,Unionidae,Unio,nobilis,,,"Unio nobilis Conrad, 1854",No,"Quadrula nobilis (Conrad, 1854)","Unio nobilis Conrad, 1854",587557
Unio nodiferus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nodiferus,,,"Unio nodiferus Conrad, 1841",No,"Rotundaria pustulosa (Lea, I., 1834)","Unio nodiferus Conrad, 1841",196566
Unio nodosus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nodosus,,,"Unio nodosus Barnes, 1823",No,"Theliderma metanevra (Rafinesque, 1820)","Unio nodosus Barnes, 1823",587842
Unio nolani,Bivalvia,Paleoheterodonta,Unionidae,Unio,nolani,,,"Unio nolani Wright, B.H., 1888",No,"Elliptio jayensis (Lea, I., 1839)","Unio nolani Wright, B.H., 1888",585443
Unio northamptonensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,northamptonensis,,,"Unio northamptonensis Lea, I., 1862",No,"Elliptio complanata (Lightfoot, 1786)","Unio northamptonensis Lea, I., 1862",585144
Unio notatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,notatus,,,"Unio notatus Lea, I., 1839",No,"Villosa iris (Lea, I., 1830)","Unio notatus Lea, I., 1839",588213
Unio novieboraci,Bivalvia,Paleoheterodonta,Unionidae,Unio,novieboraci,,,"Unio novieboraci Lea, I., 1839",No,"Villosa iris (Lea, I., 1830)","Unio novieboraci Lea, I., 1839",209108
Unio nubilus,Bivalvia,Paleoheterodonta,Unionidae,Unio,nubilus,,,"Unio nubilus Lea, I., 1868",No,"Elliptio complanata (Lightfoot, 1786)","Unio nubilus Lea, I., 1868",207869
Unio nucleopsis,Bivalvia,Paleoheterodonta,Unionidae,Unio,nucleopsis,,,"Unio nucleopsis Conrad, 1849",No,"Pleurobema georgianum (Lea, I., 1841)","Unio nucleopsis Conrad, 1849",586992
Unio nux,Bivalvia,Paleoheterodonta,Unionidae,Unio,nux,,,"Unio nux Lea, I., 1853",No,"Pleurobema perovatum (Conrad, 1834)","Unio nux Lea, I., 1853",587091
Unio obesus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obesus,,,"Unio (Uniomerus) obesus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio obesus Lea, I., 1834",588038
Unio obesus blandingianus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obesus,blandingianus,,"Unio (Uniomerus) obesus blandingianus (Lea, I., 1834)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio blandingianus Lea, I., 1834",588033
Unio obesus paludicolus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obesus,paludicolus,,"Unio (Uniomerus) obesus paludicolus (Gould, 1845)",No,"Uniomerus carolinianus (Bosc, 1801)","Unio paludicolus Gould, 1845",588040
Unio obesus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obesus,,,"Unio obesus Lea, I., 1834",No,"Uniomerus carolinianus (Bosc, 1801)","Unio obesus Lea, I., 1834",196567
Unio obfuscus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obfuscus,,,"Unio obfuscus Lea, I., 1857",No,"Villosa lienosa (Conrad, 1834)","Unio obfuscus Lea, I., 1857",588310
Unio oblatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,oblatus,,,"Unio (Elliptio) oblatus (Lea, I., 1863)",No,"Elliptio icterina (Conrad, 1834)","Unio oblatus Lea, I., 1863",585407
Unio oblatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,oblatus,,,"Unio oblatus Lea, I., 1863",No,"Elliptio icterina (Conrad, 1834)","Unio oblatus Lea, I., 1863",585405
Unio obliqua,Bivalvia,Paleoheterodonta,Unionidae,Unio,obliqua,,,"Unio obliqua Lamarck, 1819",No,"Pleurobema cordatum (Rafinesque, 1820)","Unio obliqua Lamarck, 1819",586945
Unio obliquiradiatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obliquiradiatus,,,"Unio obliquiradiatus Reeve, 1865",No,"Lampsilis radiata (Gmelin, 1791)","Unio obliquiradiatus Reeve, 1865",586386
Unio oblongus,Bivalvia,Paleoheterodonta,Unionidae,Unio,oblongus,,,"Unio oblongus Lea, I., 1872",No,"Elliptio complanata (Lightfoot, 1786)","Unio oblongus Lea, I., 1872",585200
Unio obnubilus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obnubilus,,,"Unio (Elliptio) obnubilus (Lea, I., 1857)",No,"Elliptio icterina (Conrad, 1834)","Unio obnubilus Lea, I., 1857",585388
Unio obnubilus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obnubilus,,,"Unio obnubilus Lea, I., 1857",No,"Elliptio icterina (Conrad, 1834)","Unio obnubilus Lea, I., 1857",585379
Unio obscurus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obscurus,,,"Unio obscurus Lea, I., 1839",No,"Villosa iris (Lea, I., 1830)","Unio obscurus Lea, I., 1839",588220
Unio obtusus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obtusus,,,"Unio obtusus Lea, I., 1840",No,"Lampsilis straminea (Conrad, 1834)","Unio obtusus Lea, I., 1840",586470
Unio obuncus,Bivalvia,Paleoheterodonta,Unionidae,Unio,obuncus,,,"Unio obuncus Lea, I., 1871",No,"Fusconaia cor (Conrad, 1834)","Unio obuncus Lea, I., 1871",586006
Unio occidens,Bivalvia,Paleoheterodonta,Unionidae,Unio,occidens,,,"Unio occidens Lea, I., 1830",No,"Lampsilis cardium Rafinesque, 1820","Unio occidens Lea, I., 1830",586287
Unio occidentalis,Bivalvia,Paleoheterodonta,Unionidae,Unio,occidentalis,,,"Unio occidentalis Conrad, 1836",No,"Ptychobranchus occidentalis (Conrad, 1836)","Unio occidentalis Conrad, 1836",587512
Unio occultus,Bivalvia,Paleoheterodonta,Unionidae,Unio,occultus,,,"Unio (Elliptio) occultus (Lea, I., 1843)",No,"Elliptio occulta (Lea, I., 1843)","Unio occultus Lea, I., 1843",585546
Unio occultus,Bivalvia,Paleoheterodonta,Unionidae,Unio,occultus,,,"Unio occultus Lea, I., 1843",No,"Elliptio occulta (Lea, I., 1843)","Unio occultus Lea, I., 1843",209243
Unio ochmulgensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,ochmulgensis,,,"Unio ochmulgensis (Lea, I., 1861)",No,"Elliptio icterina (Conrad, 1834)","Unio ocmulgeensis Lea, I., 1861",585390
Unio ochmulgensis dominus,Bivalvia,Paleoheterodonta,Unionidae,Unio,ochmulgensis,dominus,,Unio ochmulgensis dominus 1914,No,"Elliptio icterina (Conrad, 1834)",Unio ochmulgensis dominus 1914,585411
Unio ochraceus,Bivalvia,Paleoheterodonta,Unionidae,Unio,ochraceus,,,"Unio ochraceus Say, 1817",No,"Leptodea ochracea (Say, 1817)","Unio ochraceus Say, 1817",586569
Unio ocmulgeensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,ocmulgeensis,,,"Unio (Elliptio) ocmulgeensis (Lea, I., 1861)",No,"Elliptio icterina (Conrad, 1834)","Unio ocmulgeensis Lea, I., 1861",585393
Unio ocmulgeensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,ocmulgeensis,,,"Unio ocmulgeensis Lea, I., 1861",No,"Elliptio icterina (Conrad, 1834)","Unio ocmulgeensis Lea, I., 1861",207978
Unio ogeecheensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,ogeecheensis,,,"Unio ogeecheensis Conrad, 1849",No,"Villosa delumbis (Conrad, 1834)","Unio ogeecheensis Conrad, 1849",588173
Unio opacus,Bivalvia,Paleoheterodonta,Unionidae,Unio,opacus,,,"Unio opacus Lea, I., 1857",No,"Elliptio icterina (Conrad, 1834)","Unio opacus Lea, I., 1857",585382
Unio opalinus,Bivalvia,Paleoheterodonta,Unionidae,Unio,opalinus,,,"Unio opalinus Anthony, 1866",No,"Villosa iris (Lea, I., 1830)","Unio opalinus Anthony, 1866",588268
Unio oratus,Bivalvia,Paleoheterodonta,Unionidae,Unio,oratus,,,"Unio oratus Conrad, 1849",No,"Lampsilis cariosa (Say, 1817)","Unio oratus Conrad, 1849",586309
Unio orbiculatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,orbiculatus,,,"Unio orbiculatus Hildreth, 1828",No,"Obovaria subrotunda (Rafinesque, 1820)","Unio orbiculatus Hildreth, 1828",586752
Unio orcuttii,Bivalvia,Paleoheterodonta,Unionidae,Unio,orcuttii,,,"Unio orcuttii Wright, S.H., 1888",No,"Elliptio jayensis (Lea, I., 1839)","Unio orcuttii Wright, S.H., 1888",196527
Unio oriens,Bivalvia,Paleoheterodonta,Unionidae,Unio,oriens,,,"Unio oriens Lea, I., 1834",No,"Hemistena lata (Rafinesque, 1820)","Unio oriens Lea, I., 1834",586256
Unio ornatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,ornatus,,,"Unio ornatus Lea, I., 1861",No,"Pleuronaia barnesiana (Lea, I., 1839)","Unio ornatus Lea, I., 1861",587301
Unio oscari,Bivalvia,Paleoheterodonta,Unionidae,Unio,oscari,,,"Unio (Elliptio) oscari (Wright, B.H., 1892)",No,"Elliptio jayensis (Lea, I., 1839)","Unio oscari Wright, B.H., 1892",585456
Unio oscari,Bivalvia,Paleoheterodonta,Unionidae,Unio,oscari,,,"Unio oscari Wright, B.H., 1892",No,"Elliptio jayensis (Lea, I., 1839)","Unio oscari Wright, B.H., 1892",196568
Unio otcaloogensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,otcaloogensis,,,"Unio otcaloogensis (Lea, I., 1857)",No,"Epioblasma othcaloogensis (Lea, I., 1857)","Unio othcaloogensis Lea, I., 1857",585811
Unio othcaloogensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,othcaloogensis,,,"Unio othcaloogensis Lea, I., 1857",No,"Epioblasma othcaloogensis (Lea, I., 1857)","Unio othcaloogensis Lea, I., 1857",585810
Unio ovatus ornatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,ovatus,ornatus,,"Unio ovatus ornatus Conrad, 1835",No,"Lampsilis ornata (Conrad, 1835)","Unio ovatus ornatus Conrad, 1835",586347
Unio ovatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,ovatus,,,"Unio ovatus Say, 1817",No,"Lampsilis ovata (Say, 1817)","Unio ovatus Say, 1817",586353
Unio oviformis,Bivalvia,Paleoheterodonta,Unionidae,Unio,oviformis,,,"Unio oviformis Conrad, 1834",No,"Pleurobema oviforme (Conrad, 1834)","Unio oviformis Conrad, 1834",587028
Unio ozarkensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,ozarkensis,,,"Unio ozarkensis Call, 1887",No,"Fusconaia ozarkensis (Call, 1887)","Unio ozarkensis Call, 1887",586129
Unio pallescens,Bivalvia,Paleoheterodonta,Unionidae,Unio,pallescens,,,"Unio pallescens Lea, I., 1845",No,"Lampsilis straminea (Conrad, 1834)","Unio pallescens Lea, I., 1845",586473
Unio pallidofulvus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pallidofulvus,,,"Unio pallidofulvus Lea, I., 1861",No,"Pleurobema perovatum (Conrad, 1834)","Unio pallidofulvus Lea, I., 1861",587112
Unio paludicolus,Bivalvia,Paleoheterodonta,Unionidae,Unio,paludicolus,,,"Unio paludicolus Gould, 1845",No,"Uniomerus carolinianus (Bosc, 1801)","Unio paludicolus Gould, 1845",588039
Unio papyraceus,Bivalvia,Paleoheterodonta,Unionidae,Unio,papyraceus,,,"Unio papyraceus Gould, 1845",No,"Villosa amygdala (Lea, I., 1843)","Unio papyraceus Gould, 1845",588144
Unio paralellus,Bivalvia,Paleoheterodonta,Unionidae,Unio,paralellus,,,"Unio paralellus (Conrad, 1841)",No,"Uniomerus tetralasmus (Say, 1831)","Unio parallelus Conrad, 1841",588090
Unio parallelus,Bivalvia,Paleoheterodonta,Unionidae,Unio,parallelus,,,"Unio parallelus Conrad, 1841",No,"Uniomerus tetralasmus (Say, 1831)","Unio parallelus Conrad, 1841",588091
Unio parvulus,Bivalvia,Paleoheterodonta,Unionidae,Unio,parvulus,,,"Unio parvulus Lea, I., 1860",No,"Medionidus parvulus (Lea, I., 1860)","Unio parvulus Lea, I., 1860",586644
Unio parvus,Bivalvia,Paleoheterodonta,Unionidae,Unio,parvus,,,"Unio parvus Barnes, 1823",No,"Toxolasma parvum (Barnes, 1823)","Unio parvus Barnes, 1823",587903
Unio pattinoides,Bivalvia,Paleoheterodonta,Unionidae,Unio,pattinoides,,,"Unio pattinoides Lea, I., 1871",No,"Pleurobema oviforme (Conrad, 1834)","Unio pattinoides Lea, I., 1871",587076
Unio patulus,Bivalvia,Paleoheterodonta,Unionidae,Unio,patulus,,,"Unio patulus Lea, I., 1830",No,"Pleurobema clava (Lamarck, 1819)","Unio patulus Lea, I., 1830",183230
Unio pauciplicatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pauciplicatus,,,"Unio pauciplicatus Lea, I., 1872",No,"Amblema plicata (Say, 1817)","Unio pauciplicatus Lea, I., 1872",119588
Unio paulus,Bivalvia,Paleoheterodonta,Unionidae,Unio,paulus,,,"Unio paulus Lea, I., 1840",No,"Toxolasma paulum (Lea, I., 1840)","Unio paulus Lea, I., 1840",587914
Unio pauperculus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pauperculus,,,"Unio pauperculus Lea, I., 1861",No,"Rotundaria asperata (Lea, I., 1861)","Unio pauperculus Lea, I., 1861",587618
Unio pawensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,pawensis,,,"Unio pawensis Lea, I., 1868",No,"Uniomerus carolinianus (Bosc, 1801)","Unio pawensis Lea, I., 1868",588058
Unio pealei,Bivalvia,Paleoheterodonta,Unionidae,Unio,pealei,,,"Unio pealei Lea, I., 1871",No,"Obovaria olivaria (Rafinesque, 1820)","Unio pealei Lea, I., 1871",586731
Unio pearlensis,Bivalvia,Paleoheterodonta,Unionidae,Unio,pearlensis,,,"Unio pearlensis Conrad, 1855",No,"Amblema plicata (Say, 1817)","Unio pearlensis Conrad, 1855",584874
Unio pectitus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pectitus,,,"Unio pectitus Conrad, 1854",No,"Epioblasma obliquata (Rafinesque, 1820)","Unio pectitus Conrad, 1854",585805
Unio pectorosus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pectorosus,,,"Unio pectorosus Conrad, 1834",No,"Ortmanniana pectorosa (Conrad, 1834)","Unio pectorosus Conrad, 1834",586827
Unio pellucidus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pellucidus,,,"Unio pellucidus Lea, I., 1845",No,"Villosa vibex (Conrad, 1834)","Unio pellucidus Lea, I., 1845",588478
Unio penicillatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,penicillatus,,,"Unio penicillatus Lea, I., 1857",No,"Medionidus penicillatus (Lea, I., 1857)","Unio penicillatus Lea, I., 1857",586648
Unio penitus,Bivalvia,Paleoheterodonta,Unionidae,Unio,penitus,,,"Unio penitus Conrad, 1834",No,"Epioblasma penita (Conrad, 1834)","Unio penitus Conrad, 1834",585823
Unio pequottinus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pequottinus,,,"Unio pequottinus Linsley, 1845",Unknown,,"Unio pequottinus Linsley, 1845",589229
Unio percoarctatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,percoarctatus,,,"Unio percoarctatus Lea, I., 1857",No,"Elliptio complanata (Lightfoot, 1786)","Unio percoarctatus Lea, I., 1857",207950
Unio perdix,Bivalvia,Paleoheterodonta,Unionidae,Unio,perdix,,,"Unio perdix Lea, I., 1834",No,"Ortmanniana pectorosa (Conrad, 1834)","Unio perdix Lea, I., 1834",119406
Unio perlatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perlatus,,,"Unio perlatus Lea, I., 1863",No,"Elliptio arctata (Conrad, 1834)","Unio perlatus Lea, I., 1863",585039
Unio perlucens,Bivalvia,Paleoheterodonta,Unionidae,Unio,perlucens,,,"Unio perlucens Lea, I., 1863",No,"Elliptio complanata (Lightfoot, 1786)","Unio perlucens Lea, I., 1863",585169
Unio permiscens,Bivalvia,Paleoheterodonta,Unionidae,Unio,permiscens,,,"Unio permiscens Lea, I., 1859",No,"Potamilus purpuratus (Lamarck, 1819)","Unio permiscens Lea, I., 1859",587445
Unio pernodosus,Bivalvia,Paleoheterodonta,Unionidae,Unio,pernodosus,,,"Unio pernodosus Lea, I., 1845",No,"Rotundaria pustulosa (Lea, I., 1834)","Unio pernodosus Lea, I., 1845",587738
Unio perovalis,Bivalvia,Paleoheterodonta,Unionidae,Unio,perovalis,,,"Unio perovalis Conrad, 1834",No,"Hamiota perovalis (Conrad, 1834)","Unio perovalis Conrad, 1834",586225
Unio perovatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perovatus,,,"Unio perovatus Conrad, 1834",No,"Pleurobema perovatum (Conrad, 1834)","Unio perovatus Conrad, 1834",587087
Unio perpastus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perpastus,,,"Unio perpastus Lea, I., 1861",No,"Lampsilis straminea (Conrad, 1834)","Unio perpastus Lea, I., 1861",586481
Unio perpictus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perpictus,,,"Unio perpictus Lea, I., 1860",No,"Villosa iris (Lea, I., 1830)","Unio perpictus Lea, I., 1860",588259
Unio perplexus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perplexus,,,"Unio perplexus Lea, I., 1834",No,"Epioblasma torulosa (Rafinesque, 1820)","Unio perplexus Lea, I., 1834",210086
Unio perplexus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perplexus,,,"Unio perplexus Say, 1829",No,"Epioblasma obliquata (Rafinesque, 1820)","Unio perplexus Say, 1829",585789
Unio perplicatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perplicatus,,,"Unio perplicatus Conrad, 1841",No,"Amblema plicata (Say, 1817)","Unio perplicatus Conrad, 1841",119563
Unio perpurpureus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perpurpureus,,,"Unio perpurpureus Lea, I., 1861",No,"Villosa perpurpurea (Lea, I., 1861)","Unio perpurpureus Lea, I., 1861",588362
Unio perradiatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perradiatus,,,"Unio perradiatus Lea, I., 1858",No,"Lampsilis fasciola Rafinesque, 1820","Unio perradiatus Lea, I., 1858",586318
Unio personatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,personatus,,,"Unio personatus Say, 1829",No,"Epioblasma personata (Say, 1829)","Unio personatus Say, 1829",585833
Unio perstriatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perstriatus,,,"Unio (Elliptio) perstriatus (Lea, I., 1853)",No,"Elliptio arctata (Conrad, 1834)","Unio perstriatus Lea, I., 1853",585031
Unio perstriatus,Bivalvia,Paleoheterodonta,Unionidae,Unio,perstriatus,,,"Unio perstriatus Lea, I., 1853",No,"Elliptio arctata (Conrad, 1834)","Unio perstriatus Lea, I., 1853",196569
Unio pertennis,Bivalvia,Paleoheterodonta,Unionidae,Unio,pertennis,,,"Unio pertennis de Gregorio, 1914",No,"Toxolasma parvum (Barnes, 1823)","Unio pertennis de Gregorio, 1914",587911
Unio pertenuis,Bivalvia,Paleoheterodonta,Unionidae,Unio,pertenuis,,,"Unio pertenuis Lea, I., 1863",No,"Lasmigona subviridis (Conrad, 1835)","Unio pertenuis Lea, I., 1863",588887
