TAXON (original),Phylum,Class,Order,Family,Genus,Genus (original from spreadsheet),Species,Species (original from spreadsheet),Subspecies,Subspecies (original from spreadsheet),Synonyms (old)
Ellipsaria lineolata,Mollusca,Bivalvia,,Unionidae,Ellipsaria,Ellipsaria,lineolata,lineolata,,,
Ellipsaria lineolata,Mollusca,Bivalvia,Unionoida,Unionidae,Ellipsaria,Ellipsaria,lineolata,lineolata,,,
Ellipsaria lineolata,Mollusca,Bivalvia,,Unionidae,Ellipsaria,Ellipsaria,lineolata,lineolata,,,
Ellipsaria lineolata,Mollusca,Bivalvia,Unionoida,Unionidae,Ellipsaria,Ellipsaria,lineolata,lineolata,,,
Ellipsaria lineolata,Mollusca,Bivalvia,,Unionidae,Ellipsaria,Ellipsaria,lineolata,lineolata,,,
Ellipsaria lineolata,Mollusca,Bivalvia,,Unionidae,Ellipsaria,Ellipsaria,lineolata,lineolata,,,
Elliptio arcatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,arcatus,arcatus,,,Unio
Elliptio arcatus tortivus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,arcatus,arcatus,tortivus,tortivus,U.[Unio] arcatus tortivus Lea
Elliptio arcatus tortivus,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,arcatus,arcatus,tortivus,tortivus,
Elliptio buckleyi,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,buckleyi,buckleyi,,,Unio buckleyi Lea
Elliptio buckleyi,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,buckleyi,buckleyi,,,
Elliptio buckleyi,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,buckleyi,buckleyi,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,Unio complanatus / Unio raleighensis Lea
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,,,
Elliptio complanatus,Mollusca,Gastropoda,,Unionidae,Elliptio,Elliptio,complanatus,complanatus?,,,
Elliptio complanatus quadrilaterus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,complanatus,complanatus,quadrilaterus,quadrilaterus,Union percoarcatus
Elliptio complantus,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,complantus,complantus,,,Unio
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,Unio crassidens Lamarck
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,,Elliptio,[Elliptio],crassidens,[crassidens],,,
Elliptio crassidens,Mollusca,Bivalvia,,,Elliptio,[Elliptio],crassidens,[crassidens],,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,,Elliptio,[Elliptio],crassidens,[crassidens],,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio crassidens,Mollusca,Bivalvia,,,Elliptio,[Elliptio],crassidens,[crassidens],,,
Elliptio crassidens,Mollusca,Bivalvia,,,Elliptio,[Elliptio],crassidens,[crassidens],,,
Elliptio crassidens,Mollusca,Bivalvia,,,Elliptio,[Elliptio],crassidens,[crassidens],,,
Elliptio crassidens,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,crassidens,crassidens,,,
Elliptio cunninghami,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,cunninghami,cunninghami,,,U.[Unio] cunninghami B.H. Wright
Elliptio dariensis,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,dariensis,dariensis,,,Unio dariensis Lea
Elliptio dariensis,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dariensis,dariensis,,,
Elliptio dariensis,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dariensis,dariensis,,,
Elliptio dilata,Mollusca,Bivalvia,,,Elliptio,Elliptio,dilata,dilata,,,Unio gibbosus (Barnes)
Elliptio dilatata,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,Unio gibbosus delicatus Barnes
Elliptio dilatata,Mollusca,Bivalvia,,,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,,Elliptio,[Elliptio],dilatata,[dilatata],,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio dilatata,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,dilatata,dilatata,,,
Elliptio gibbosus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,gibbosus,gibbosus,,,Unio gibbosus Barnes
Elliptio gibbosus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,gibbosus,gibbosus,,,
Elliptio gibbosus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,gibbosus,gibbosus,,,
Elliptio gibbosus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,gibbosus,gibbosus,,,
Elliptio incrassatus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,incrassatus,incrassatus,,,Unio
Elliptio jayensis,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,jayensis,jayensis,,,Unio jayensis Lea
Elliptio jayensis,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,jayensis,jayensis,,,
Elliptio lehmanii,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,lehmanii,lehmanii,,,U.[Unio] lehmanii
Elliptio lugubris,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,lugubris,lugubris,,,U.[Unio] confertus Lea
Elliptio obnubilus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,obnubilus,obnubilus,,,
Elliptio polymorphus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,polymorphus,polymorphus,,,Unio polymorphus B.H. W.
Elliptio polymorphus,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,polymorphus,polymorphus,,,
Elliptio roanokensis,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio,roanokensis,roanokensis,,,U. northamptonensis Lea
Elliptio sp.,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio,,sp.,,,
Elliptio sp.,Mollusca,Bivalvia,,Unionidae,Elliptio,Elliptio?,,,,,
Ellobium aurismidae,Mollusca,Gastropoda,,Ellobiidae,Ellobium,Ellobium,aurismidae,aurismidae,,,Auricula auris-midae Lam
Emarginula compressa,Mollusca,Gastropoda,,Fissurellidae,Emarginula,Emarginula ,compressa,compressa,,,
Emarginula concinna,Mollusca,Gastropoda,,Fissurellidae,Emarginula,Emarginula,concinna,concinna,,,
Emarginula fissura,Mollusca,Gastropoda,,Fissurellidae,Emarginula,Emarginula,fissura,fissura,,,
Encope emarginata,unk. invertebrate,,Clypeastroida,Scutellidae,Encope,Encope,emarginata,emarginata,,,
Encope grandis,unk. invertebrate,,Clypeastroida,Scutellidae,Encope,Encope,grandis,grandis,,,
Encope michelini,unk. invertebrate,,Clypeastroida,Scutellidae,Encope,Encope,michelini,michelini,,,
Encope sp.,unk. invertebrate,,,,Encope,Encope,,sp.,,,
Engina medicaria,Mollusca,Gastropoda,,Buccinidae,Engina,Engina,medicaria,medicaria,,,Engina mendicaria Linne
Engina mendicaria,Mollusca,Gastropoda,,,Engina,Engina,mendicaria,mendicaria,,,
Engina tubinella,Mollusca,Gastropoda,,Buccinidae,Engina,Engina,tubinella,tubinella,,,
Engina zonata,Mollusca,Gastropoda,,Buccinidae,Engina,Engina,zonata,zonata,,,Engina zonata Reeve
Ennea iwakawa,Mollusca,Gastropoda,,Streptaxidae,Ennea,Ennea,iwakawa,iwakawa,,,
Ennea iwakawa oshimana,Mollusca,Gastropoda,,Streptaxidae,Ennea,Ennea,iwakawa,iwakawa,oshimana,oshimana,
Ennea iwakawa yakushimae,Mollusca,Gastropoda,,Streptaxidae,Ennea,Ennea,iwakawa,iwakawa,yakushimae,yakushimae,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,Ensis americanus Gould
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Ensis directus,Mollusca,Bivalvia,,Solenidae,Ensis,Ensis,directus,directus,,,
Eobania vermiculata,Mollusca,Gastropoda,,Helicidae,Eobania,Eobania,vermiculata,vermiculata,,,Helix vermiculata Muller 1774
Eobania vermiculata,Mollusca,Gastropoda,,Helicidae,Eobania,Eobania,vermiculata,vermiculata,,,
Epioblasma arcaeformis,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,arcaeformis,arcaeformis,,,Truncilla
Epioblasma arcaeformis,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,arcaeformis,arcaeformis,,,
Epioblasma brevidens,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,brevidens,brevidens,,,Truncilla
Epioblasma brevidens,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,brevidens,brevidens,,,
Epioblasma capsaeformis,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,capsaeformis,capsaeformis,,,Truncilla
Epioblasma capsaeformis,Mollusca,Bivalvia,,Unionidae,Epioblasma,Epioblasma,capsaeformis,capsaeformis,,,
Epioblasma florentina,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,florentina,florentina,,,Truncilla
Epioblasma haysiana,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,haysiana,haysiana,,,T.[Truncilla] sowerbyana Lea
Epioblasma haysiana,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,haysiana,haysiana,,,
Epioblasma perplexa,Mollusca,Bivalvia,,Unionidae,Epioblasma,Epioblasma,perplexa,perplexa,,,T perplexa Lea
Epioblasma sp.,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,,sp.,,,
Epioblasma stewardsoni,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,stewardsoni,stewardsoni,,,Truncilla
Epioblasma triquetra,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,triquetra,triquetra,,,T.[Truncilla] triquetra Rafinesque
Epioblasma triquetra,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,triquetra,triquetra,,,
Epioblasma triquetra,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,triquetra,triquetra,,,
Epioblasma triquetra,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,triquetra,triquetra,,,
Epioblasma triquetra,Mollusca,Bivalvia,Unionoida,Unionidae,Epioblasma,Epioblasma,triquetra,triquetra,,,
Epiphragmophora ayresiana,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,ayresiana,ayresiana,,,
Epiphragmophora dupetithouarsi,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,dupetithouarsi,dupetithouarsi,,,
Epiphragmophora fidelis,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,fidelis,fidelis,,,
Epiphragmophora sp.,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,,,,,
Epiphragmophora sp.,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,,,,,
Epiphragmophora sp.,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,,,,,
Epiphragmophora sp.,Mollusca,Gastropoda,,,Epiphragmophora,Epiphragmophora,,,,,
Epiphragmorpha fidelis,Mollusca,Gastropoda,,Helminthoglyptidae,Epiphragmorpha,Epiphragmorpha,fidelis,fidelis,,,
Epitonium borealis,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,borealis,borealis,,,Scalaria borealis Gld
Epitonium communis,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,communis,communis,,,Scalaria communis Lamarck
Epitonium greenlandia,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,greenlandia,greenlandia,,,Scalaria greenlandia Linne
Epitonium hindsi,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,hindsi,hindsi,,,Scalaria hindsi
Epitonium indianosum,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,indianosum,indianosum,,,Scalaria indianosum Cfr
Epitonium lamallosa,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,lamallosa,lamallosa,,,Scalaria lamallosa
Epitonium lineata,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,lineata,lineata,,,Scalaria lineata
Epitonium palincei costata,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,palincei,palincei,costata,costata,Scalaria palincei costata
Epitonium sp.,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,,,,,
Epitonium sp.,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,,,,,
Epitonium sp.,Mollusca,Gastropoda,,,Epitonium,Epitonium,,,,,
Epitonium venosa,Mollusca,Gastropoda,,Epitoniidae,Epitonium,Epitonium,venosa,venosa,,,Scalaria venosa Sowersby
Erato columbella,Mollusca,Gastropoda,,Triviidae,Erato,Erato,columbella,columbella,,,
Erato vitellina,Mollusca,Gastropoda,,Triviidae,Erato,Erato,vitellina,vitellina,,,
Erato vitellina,Mollusca,Gastropoda,,Triviidae,Erato,Erato,vitellina,vitellina,,,
Erazpuata augulita,Mollusca,Gastropoda,,Lymnaeidae,Erazpuata,Erazpuata,augulita,augulita,,,
Eremina desertorum,Mollusca,Gastropoda,,Helicidae,Eremina,Eremina,desertorum,desertorum,,,Helix desertorum F̦rskal 1775
Eremina desertorum hasselquisti,Mollusca,Gastropoda,,Helicidae,Eremina,Eremina,desertorum,desertorum,hasselquisti,hasselquisti,Helix desertorum hasselquisti Ehrenberg 1831
Eremina desertorum hemprichtii,Mollusca,Gastropoda,,Helicidae,Eremina,Eremina,desertorum,desertorum,hemprichtii,hemprichtii,Helix desertorum hemprichtii Ehrenberg 1831
Erginus sp.,Mollusca,Gastropoda,,Lottiidae,Erginus,Erginus,,,,,
Ervilia nitens,Mollusca,Bivalvia,,Mactridae,Ervilia,Ervilia ,nitens,nitens,,,
Ethalia anomala,Mollusca,Gastropoda,,Trochidae,Ethalia,Ethalia,anomala,anomala,,,
Ethalia zealandica,Mollusca,Gastropoda,,Trochidae,Ethalia,Ethalia,zealandica,zealandica,,,
